SizeBucket,Reward,Metric,Mean,Std,Min,Max,CI_95_Low,CI_95_High,Mean_Improvement,Std_Improvement,CI_95_Improvement_Low,CI_95_Improvement_High,Improvement_Type,N_Runs
Medium,GREEDY_BET,Assortativity,-0.18981728791224184,,-0.18981728791224184,-0.18981728791224184,,,0.0919677312278449,0.0,,,Absolute,1
Medium,GREEDY_BET,AvgClustering,0.12449969342380994,,0.12449969342380994,0.12449969342380994,,,0.04245298397705716,0.0,,,Absolute,1
Medium,GREEDY_ALG,λ₂,0.13633233490432267,,0.13633233490432267,0.13633233490432267,,,171.7090933520564,0.0,,,Percentage,1
Medium,GREEDY_ALG,AvgNodeConn,1.1333993906857904,,1.1333993906857904,1.1333993906857904,,,5.093816804622934,0.0,,,Percentage,1
Medium,GREEDY_ALG,GCC_5%,0.7552359951477388,,0.7552359951477388,0.7552359951477388,,,14.410717207072654,0.0,,,Percentage,1
Medium,GREEDY_ALG,AttackCurveAUC,0.10507751194348909,,0.10507751194348909,0.10507751194348909,,,18.252955326461723,0.0,,,Percentage,1
Medium,GREEDY_ALG,ASPL,3.273725879173997,,3.273725879173997,3.273725879173997,,,-14.645112952644462,0.0,,,Percentage,1
Medium,GREEDY_ALG,Diameter,6.5,,6.5,6.5,,,-21.999999973600005,0.0,,,Percentage,1
Medium,GREEDY_ALG,ArticulationPoints,12.0,,12.0,12.0,,,-2.7027027005113267,0.0,,,Percentage,1
Medium,GREEDY_ALG,Bridges,26.0,,26.0,26.0,,,-7.142857140306122,0.0,,,Percentage,1
Medium,GREEDY_ALG,BetCentralization,22.322584142550564,,22.322584142550564,22.322584142550564,,,-6.563563687075529,0.0,,,Absolute,1
Medium,GREEDY_ALG,NatConnectivity,1.6449016998373212,,1.6449016998373212,1.6449016998373212,,,18.169210443814887,0.0,,,Percentage,1
Medium,GREEDY_ALG,EffResistance,2751.45654924241,,2751.45654924241,2751.45654924241,,,-22.1073837161401,0.0,,,Percentage,1
Medium,GREEDY_ALG,Assortativity,-0.2654258380978863,,-0.2654258380978863,-0.2654258380978863,,,0.016359181042200466,0.0,,,Absolute,1
Medium,GREEDY_ALG,AvgClustering,0.08871330583726882,,0.08871330583726882,0.08871330583726882,,,0.006666596390516033,0.0,,,Absolute,1
